"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","TX Prohibit","Reverse","Simplex TDMA","TDMA Adaptive","Encryption Type","Digital Encryption","Call Confirmation","Talk Around","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","Digi APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation"
"305","E/ML TAC 310","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"306","E/ML TAC 311","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"307","E/ML TAC 312","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"308","E/ML TAC 313","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 313","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"309","E/ML TAC 314","440.92500","445.92000","D-Digital","High","12.5K","Off","Off","TAC 314","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"310","E/ML TAC 315","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 315","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"311","E/ML TAC 316","440.92500","445.00000","D-Digital","High","12.5K","Off","Off","TAC 316","Group Call","YOUR CALL","Different Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"312","E/ML TAC 317","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 317","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"313","E/ML TAC 318","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","TAC 318","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"314","E/ML TAC 319","440.92500","440.00000","D-Digital","High","12.5K","Off","Off","TAC 319","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"315","E/ML TAC Eng 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","English PTT 123","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"316","E/ML USA 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","USA","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"317","E/ML Wash 1","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"318","E/ML Wash 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Wash 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"319","E/ML Worldwide 2","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Worldwide","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"320","E/ML WW 2 Eng","440.92500","445.92500","D-Digital","High","12.5K","Off","Off","Worldwide Englsh","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Ellens/SunE UHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"321","Baldi Audio Test","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"322","Baldi Bridge 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Bridge","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"323","Baldi BC 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"324","Baldi California","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","California 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"325","Baldi Canada 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Canada","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"326","Baldi Comm 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Comm 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"327","Baldi Comm 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Comm 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"328","Baldi DCI 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","DCI 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"329","Baldi DCI 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","DCI 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"330","Baldi Fusion 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Fusion","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"331","Baldi Hawaii 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Hawaii","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"332","Baldi Idaho 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"333","Baldi I-5","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","I5","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"334","Baldi Local 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"335","Baldi Local 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"336","Baldi Michigan 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Michigan 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"337","Baldi Monana 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"338","Baldi Mountain 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","MTN 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"339","Baldi NA 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","North America","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"340","Baldi Net 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Net 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"341","Baldi Oregon 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"342","Baldi Parrot","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Parrot","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"343","Baldi PNW 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"344","Baldi PNW 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"345","Baldi PNW Reg 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","PNW Regional","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"348","Baldi SNARS 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","SNARS 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"349","Baldi TAC 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"350","Baldi TAC 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"351","Baldi TAC 3","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 3","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"352","Baldi TAC 310","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"353","Baldi TAC 311","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"354","Baldi TAC 312","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"355","Baldi TAC 313","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 313","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"356","Baldi TAC 314","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 314","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"357","Baldi TAC 315","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 315","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"358","Baldi TAC 316","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 316","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"359","Baldi TAC 317","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 317","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"360","Baldi TAC 318","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 318","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"361","Baldi TAC 319","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","TAC 319","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"362","Baldi TAC Eng 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","English PTT 123","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"363","Baldi USA 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","USA","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"364","Baldi Wash 1","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"365","Baldi Wash 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Wash 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"366","Baldi WW 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Worldwide","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"367","Baldi WW Eng 2","441.35000","446.35000","D-Digital","High","12.5K","Off","Off","Worldwide Englsh","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Enumclaw Baldi","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"368","Eugene Aud Test","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"369","Eugene I-5","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","I5","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"370","Eugene Local 1","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"371","Eugene Local 2","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"372","Eugene Oregon 1","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"373","Eugene Parrot","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","Parrot","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"374","Eugene PNW 1","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"375","Eugene PNW 2","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"376","Eugene TAC 310","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"377","Eugene Wash 1","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"378","Eugene Wash 2","442.96250","447.96250","D-Digital","High","12.5K","Off","Off","Wash 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Eugene Oregon","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"379","Rainier Aud Test","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"380","Rainier Bridge 2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Bridge","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"381","Rainier BC 1","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"382","Rainier Cal 1","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"383","Rainier Hawaii 1","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Hawaii","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"384","Rainier I-5","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","I5","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"385","Rainier Local 1","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"386","Rainier Local 2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"387","Rainier Mnt. 2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","MTN 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"388","Rainier NA 2","441.70000","446.70000","D-Digital","High","12.5K","Off","Off","North America","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Kelso Rainier","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
