"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","TX Prohibit","Reverse","Simplex TDMA","TDMA Adaptive","Encryption Type","Digital Encryption","Call Confirmation","Talk Around","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","Digi APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation"
"789","Suzy PNW 1","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"790","Suzy PNW 2","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"791","Suzy PNW Reg 2","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","PNW Regional","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"794","Suzy TAC 1","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"795","Suzy TAC 2","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"796","Suzy TAC 8","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","TAC 8","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"797","Suzy TG 9","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","TG 9","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"798","Suzy PNW Regiona","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","PNW Regional","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"799","Suzy Wash 1 434","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"800","Suzy Wash 2 434","434.00000","434.00000","D-Digital","High","12.5K","Off","Off","Wash 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Suzy 434","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"801","Ruston Aud Test","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"802","Ruston Bridge 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Bridge","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"803","Ruston BC 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"804","Ruston Cal 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","California 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"805","Ruston Canada 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Canada","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"806","Ruston Comm 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Comm 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"807","Ruston DCI 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","DCI 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"808","Ruston DCI 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","DCI 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"809","Ruston Fusion 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Fusion","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"810","Ruston Hawaii 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Hawaii","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"811","Ruston Idaho 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"812","Ruston I-5","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","I5","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"813","Ruston Local 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"814","Ruston Local 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"815","Ruston Montana 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"816","Ruston NA 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","North America","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"817","Ruston Net 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Net 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"818","Ruston Oregon 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"819","Ruston Parrot 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Parrot","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"820","Ruston PNW 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"821","Ruston PNW 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"822","Ruston PNW Reg 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","PNW Regional","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"825","Ruston SNARS 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","SNARS 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"826","Ruston TAC 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"827","Ruston TAC 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"828","Ruston TAC 3","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 3","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"829","Ruston TAC 310","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"830","Ruston TAC 311","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"831","Ruston TAC 312","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"832","Ruston TAC 313","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 313","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"833","Ruston TAC 314","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 314","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"834","Ruston TAC 315","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 315","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"835","Ruston TAC 316","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 316","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"836","Ruston TAC 317","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 317","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"837","Ruston TAC 318","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 318","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"838","Ruston TAC 319","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 319","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"839","Ruston TAC Eng 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","English PTT 123","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"840","Ruston USA 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","USA","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"841","Ruston Wash 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Wash 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"842","Ruston Wash 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Wash 2","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"843","Ruston WW 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Worldwide","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"844","Ruston WW Eng 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Worldwide Englsh","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Tacoma/Ruston","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"845","Van Audio Test","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","2","Vancouver VHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"846","Van I-5","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","I5","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Vancouver VHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
"847","Van Local 1","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","YOUR CALL","Same Color Code","Carrier","Off","1","1","1","Off","1","1","Vancouver VHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","0.0","0","Off","Off","Off","Off","Off","Off","1","0","Off"
